Account,Risk_Score,Risk_Reasons,Smurfing_Flag,Mule_Flag,Known_Laundering_Account,Risk_Level,Suspicious_Flag
80BE861A0,20,High total outgoing amount,False,False,False,Low,False
80CCA0A30,0,,False,False,False,Low,False
80747AFE0,0,,False,False,False,Low,False
80CCB5100,20,High total outgoing amount,False,False,False,Low,False
80CCB6920,0,,False,False,False,Low,False
800C3B470,0,,False,False,False,Low,False
80CCBC0A0,0,,False,False,False,Low,False
802B5F8B0,20,High total outgoing amount,False,False,False,Low,False
800CB7680,20,High total outgoing amount,False,False,False,Low,False
80CC580C0,0,,False,False,False,Low,False
80CC3ECD0,0,,False,False,False,Low,False
80CC0A130,0,,False,False,False,Low,False
80CC0EC90,0,,False,False,False,Low,False
800D11C90,0,,False,False,False,Low,False
802B37FA0,0,,False,False,False,Low,False
80CC11F80,0,,False,False,False,Low,False
8074F0820,0,,False,False,False,Low,False
8074D08B0,0,,False,False,False,Low,False
80CC15B30,0,,False,False,False,Low,False
80CC18B40,0,,False,False,False,Low,False
80CC1EEB0,20,High total outgoing amount,False,False,False,Low,False
806073370,0,,False,False,False,Low,False
8074D3690,0,,False,False,False,Low,False
802AF4AB0,0,,False,False,False,Low,False
8074D5450,0,,False,False,False,Low,False
8074DF360,0,,False,False,False,Low,False
802B365E0,0,,False,False,False,Low,False
800CF3CF0,0,,False,False,False,Low,False
800CF1660,0,,False,False,False,Low,False
8074FB0E0,0,,False,False,False,Low,False
80CCBA120,0,,False,False,False,Low,False
80CCA7840,0,,False,False,False,Low,False
80CD0B5B0,0,,False,False,False,Low,False
802C79700,20,High total outgoing amount,False,False,False,Low,False
802C839F0,0,,False,False,False,Low,False
802C8C4F0,0,,False,False,False,Low,False
80CD22520,0,,False,False,False,Low,False
80CD23180,0,,False,False,False,Low,False
8073F7690,0,,False,False,False,Low,False
80089C890,0,,False,False,False,Low,False
8004EBAA0,0,,False,False,False,Low,False
806AA6490,0,,False,False,False,Low,False
80CD03A20,0,,False,False,False,Low,False
806D43FD0,0,,False,False,False,Low,False
80CD1DE80,0,,False,False,False,Low,False
800C823D0,0,,False,False,False,Low,False
80CD1E0F0,0,,False,False,False,Low,False
8073E76F0,0,,False,False,False,Low,False
8073E4E50,0,,False,False,False,Low,False
800C97B80,0,,False,False,False,Low,False
80CCBC600,20,High total outgoing amount,False,False,False,Low,False
807442C90,0,,False,False,False,Low,False
802C0F710,20,High total outgoing amount,False,False,False,Low,False
807472D40,0,,False,False,False,Low,False
80CCC5980,20,High total outgoing amount,False,False,False,Low,False
807470980,0,,False,False,False,Low,False
80CCA1D00,0,,False,False,False,Low,False
802291D60,20,High total outgoing amount,False,False,False,Low,False
80746BC60,20,High total outgoing amount,False,False,False,Low,False
8074677A0,0,,False,False,False,Low,False
80CCE2270,0,,False,False,False,Low,False
803471720,0,,False,False,False,Low,False
802BD2BB0,20,High total outgoing amount,False,False,False,Low,False
80CCE6D30,0,,False,False,False,Low,False
8095081E0,0,,False,False,False,Low,False
80CCE8580,20,High total outgoing amount,False,False,False,Low,False
802BEE430,20,High total outgoing amount,False,False,False,Low,False
801B53870,0,,False,False,False,Low,False
8074432C0,0,,False,False,False,Low,False
800C76E00,20,High total outgoing amount,False,False,False,Low,False
802B319F0,0,,False,False,False,Low,False
8048AEB80,20,High total outgoing amount,False,False,False,Low,False
8075D67B0,0,,False,False,False,Low,False
8075CFD00,0,,False,False,False,Low,False
800CB5110,0,,False,False,False,Low,False
8075CFDA0,0,,False,False,False,Low,False
802A824F0,0,,False,False,False,Low,False
802A842C0,0,,False,False,False,Low,False
80CA462B0,0,,False,False,False,Low,False
80CA51140,0,,False,False,False,Low,False
8029B3C10,0,,False,False,False,Low,False
800D8ACC0,0,,False,False,False,Low,False
800D856B0,0,,False,False,False,Low,False
8075A5000,0,,False,False,False,Low,False
80CA7AC50,0,,False,False,False,Low,False
802084340,20,High total outgoing amount,False,False,False,Low,False
80CA944D0,0,,False,False,False,Low,False
80757BFA0,0,,False,False,False,Low,False
803E382A0,0,,False,False,False,Low,False
80C9A2020,0,,False,False,False,Low,False
807582DB0,0,,False,False,False,Low,False
8075E2840,0,,False,False,False,Low,False
80C97E550,0,,False,False,False,Low,False
807620070,0,,False,False,False,Low,False
80C854FC0,0,,False,False,False,Low,False
800DD0FE0,0,,False,False,False,Low,False
8075F8060,0,,False,False,False,Low,False
802A39A60,0,,False,False,False,Low,False
800DD3680,0,,False,False,False,Low,False
800DD2450,0,,False,False,False,Low,False
805CE6B60,0,,False,False,False,Low,False
802A40750,0,,False,False,False,Low,False
80C8F22D0,0,,False,False,False,Low,False
8081E8F30,0,,False,False,False,Low,False
8075ED4C0,0,,False,False,False,Low,False
8075CF3F0,0,,False,False,False,Low,False
802A379E0,0,,False,False,False,Low,False
80C941870,0,,False,False,False,Low,False
8075E7F00,0,,False,False,False,Low,False
80C97BD40,0,,False,False,False,Low,False
8075CA4A0,0,,False,False,False,Low,False
8002EE590,20,High total outgoing amount,False,False,False,Low,False
800C310D0,0,,False,False,False,Low,False
802AE4890,0,,False,False,False,Low,False
807532370,0,,False,False,False,Low,False
800CC7840,0,,False,False,False,Low,False
800C3A3D0,0,,False,False,False,Low,False
80751C120,20,High total outgoing amount,False,False,False,Low,False
800C348F0,20,High total outgoing amount,False,False,False,Low,False
80CBD1C10,0,,False,False,False,Low,False
8005311A0,20,High total outgoing amount,False,False,False,Low,False
800D211A0,20,High total outgoing amount,False,False,False,Low,False
80CBD5320,0,,False,False,False,Low,False
80CBD4C60,20,High total outgoing amount,False,False,False,Low,False
80CBDB870,0,,False,False,False,Low,False
80CBE8BA0,20,High total outgoing amount,False,False,False,Low,False
8075160F0,0,,False,False,False,Low,False
80750F940,0,,False,False,False,Low,False
80744F2C0,0,,False,False,False,Low,False
802B21930,0,,False,False,False,Low,False
8002DD320,0,,False,False,False,Low,False
800D77710,0,,False,False,False,Low,False
80CB53460,0,,False,False,False,Low,False
80753CB80,0,,False,False,False,Low,False
80CAB9C20,20,High total outgoing amount,False,False,False,Low,False
800D36350,0,,False,False,False,Low,False
805105780,20,High total outgoing amount,False,False,False,Low,False
80CAC4BE0,20,High total outgoing amount,False,False,False,Low,False
802BA3DD0,0,,False,False,False,Low,False
80093B4A0,20,High total outgoing amount,False,False,False,Low,False
80CACDA60,0,,False,False,False,Low,False
8071AC790,0,,False,False,False,Low,False
80755EA70,0,,False,False,False,Low,False
80754BB60,0,,False,False,False,Low,False
80CAE0140,0,,False,False,False,Low,False
80CAE0930,0,,False,False,False,Low,False
80754A2E0,0,,False,False,False,Low,False
80AEB4670,0,,False,False,False,Low,False
807545030,0,,False,False,False,Low,False
807522F80,0,,False,False,False,Low,False
805611F00,40,High total outgoing amount; Multiple large transactions detected,False,False,False,Medium,False
800F64670,0,,False,False,False,Low,False
80CD264A0,0,,False,False,False,Low,False
80CD10940,0,,False,False,False,Low,False
802C9D7C0,0,,False,False,False,Low,False
802E07010,20,High total outgoing amount,False,False,False,Low,False
806DD2EA0,20,High total outgoing amount,False,False,False,Low,False
807221ED0,0,,False,False,False,Low,False
8072294A0,0,,False,False,False,Low,False
80CE5A790,20,High total outgoing amount,False,False,False,Low,False
8071DC2F0,0,,False,False,False,Low,False
8071C7C70,0,,False,False,False,Low,False
8071C71E0,0,,False,False,False,Low,False
8071C2C00,0,,False,False,False,Low,False
802E48330,0,,False,False,False,Low,False
805F25290,0,,False,False,False,Low,False
8071B3980,0,,False,False,False,Low,False
801A18510,0,,False,False,False,Low,False
800869E50,20,High total outgoing amount,False,False,False,Low,False
800BE8910,20,High total outgoing amount,False,False,False,Low,False
8071A83E0,20,High total outgoing amount,False,False,False,Low,False
800BE7140,0,,False,False,False,Low,False
807240210,20,High total outgoing amount,False,False,False,Low,False
80CE88720,0,,False,False,False,Low,False
80725A810,0,,False,False,False,Low,False
8072629D0,0,,False,False,False,Low,False
80727AF10,0,,False,False,False,Low,False
80CE3C840,20,High total outgoing amount,False,False,False,Low,False
807295A00,0,,False,False,False,Low,False
80CDD6370,0,,False,False,False,Low,False
800C188C0,0,,False,False,False,Low,False
8072774C0,0,,False,False,False,Low,False
800C10BA0,0,,False,False,False,Low,False
800C0FA90,0,,False,False,False,Low,False
8072740F0,0,,False,False,False,Low,False
80CE42D80,0,,False,False,False,Low,False
802DA1610,0,,False,False,False,Low,False
80726D140,0,,False,False,False,Low,False
800C09FA0,0,,False,False,False,Low,False
80725A100,0,,False,False,False,Low,False
802DA3C60,0,,False,False,False,Low,False
8072652D0,0,,False,False,False,Low,False
80CE58370,20,High total outgoing amount,False,False,False,Low,False
802DF2250,0,,False,False,False,Low,False
80CE2EE90,0,,False,False,False,Low,False
800BE2CB0,0,,False,False,False,Low,False
80CE8B550,0,,False,False,False,Low,False
807158790,0,,False,False,False,Low,False
8071535E0,20,High total outgoing amount,False,False,False,Low,False
80CED3F10,0,,False,False,False,Low,False
802ECCA80,20,High total outgoing amount,False,False,False,Low,False
8062AA140,20,High total outgoing amount,False,False,False,Low,False
80CED3B20,0,,False,False,False,Low,False
80CED5890,0,,False,False,False,Low,False
802ECD960,0,,False,False,False,Low,False
80CEE2D50,0,,False,False,False,Low,False
80CEE2AC0,0,,False,False,False,Low,False
800BBD410,0,,False,False,False,Low,False
800BA6DB0,0,,False,False,False,Low,False
800BB6450,0,,False,False,False,Low,False
807116FC0,0,,False,False,False,Low,False
80711AB50,0,,False,False,False,Low,False
80CE8D920,20,High total outgoing amount,False,False,False,Low,False
80716A250,0,,False,False,False,Low,False
8011F1A00,0,,False,False,False,Low,False
800394000,20,High total outgoing amount,False,False,False,Low,False
80717E700,0,,False,False,False,Low,False
802E83FD0,0,,False,False,False,Low,False
80CE96B90,0,,False,False,False,Low,False
80CE9A930,0,,False,False,False,Low,False
800BDBD80,0,,False,False,False,Low,False
807173220,0,,False,False,False,Low,False
800BDB640,0,,False,False,False,Low,False
802E86380,20,High total outgoing amount,False,False,False,Low,False
80CEA79D0,0,,False,False,False,Low,False
8004D79F0,20,High total outgoing amount,False,False,False,Low,False
80CEAF850,0,,False,False,False,Low,False
800B98B50,20,High total outgoing amount,False,False,False,Low,False
802EC1780,0,,False,False,False,Low,False
800BD52D0,20,High total outgoing amount,False,False,False,Low,False
800BD2960,0,,False,False,False,Low,False
80CE82FB0,0,,False,False,False,Low,False
80CE8A040,0,,False,False,False,Low,False
80CE92520,0,,False,False,False,Low,False
8072979C0,0,,False,False,False,Low,False
802D60050,0,,False,False,False,Low,False
80CE24DB0,0,,False,False,False,Low,False
8073A19C0,0,,False,False,False,Low,False
800C637F0,0,,False,False,False,Low,False
8006163E0,0,,False,False,False,Low,False
80CD57A20,0,,False,False,False,Low,False
800C64AC0,20,High total outgoing amount,False,False,False,Low,False
80CD5B720,0,,False,False,False,Low,False
80CD76490,0,,False,False,False,Low,False
8027B8B40,0,,False,False,False,Low,False
80CD77D50,0,,False,False,False,Low,False
807386540,0,,False,False,False,Low,False
80CD86700,0,,False,False,False,Low,False
80CD866B0,0,,False,False,False,Low,False
80CD31350,20,High total outgoing amount,False,False,False,Low,False
800C59450,20,High total outgoing amount,False,False,False,Low,False
8057A20A0,0,,False,False,False,Low,False
80840B100,0,,False,False,False,Low,False
80CD8F7D0,20,High total outgoing amount,False,False,False,Low,False
802CEA6C0,20,High total outgoing amount,False,False,False,Low,False
80CCD0E10,0,,False,False,False,Low,False
80CD64EC0,0,,False,False,False,Low,False
80CD6A250,0,,False,False,False,Low,False
8073D3730,0,,False,False,False,Low,False
804A8F9A0,20,High total outgoing amount,False,False,False,Low,False
802C92440,0,,False,False,False,Low,False
8073CFB20,0,,False,False,False,Low,False
80CD48B30,0,,False,False,False,Low,False
80CD4A830,0,,False,False,False,Low,False
8073CADE0,20,High total outgoing amount,False,False,False,Low,False
80CD4D4F0,0,,False,False,False,Low,False
80CD46030,0,,False,False,False,Low,False
80CD506B0,20,High total outgoing amount,False,False,False,Low,False
80CD39CC0,0,,False,False,False,Low,False
802CBDF80,0,,False,False,False,Low,False
8036CD600,0,,False,False,False,Low,False
80CD5F660,20,High total outgoing amount,False,False,False,Low,False
8077E9A10,0,,False,False,False,Low,False
80031DA90,20,High total outgoing amount,False,False,False,Low,False
8073388F0,0,,False,False,False,Low,False
8073A13E0,0,,False,False,False,Low,False
80738F280,0,,False,False,False,Low,False
800C510F0,0,,False,False,False,Low,False
807386E90,0,,False,False,False,Low,False
80733E5B0,20,High total outgoing amount,False,False,False,Low,False
807334DE0,0,,False,False,False,Low,False
